NOM;REG;COD_PRO;COD_COM;NOM_COM;RURAL;LATITUD;LONGITUD
ESCUELA NUEVO AMANECER DE QUILACO;9;91;9112;PADRE LAS CASAS;1;-38,73904;-72,472359
ESCUELA RAYEN PAINE;9;91;9112;PADRE LAS CASAS;1;-38,804001;-72,686523
SALA CUNA RAYUN;9;91;9112;PADRE LAS CASAS;0;-38,76756;-72,61611
LICEO ISABEL POBLETE V.;9;91;9113;PERQUENCO;0;-38,42049;-72,375351
ESCUELA EDUARDO FREI MONTALVA;9;91;9113;PERQUENCO;0;-38,421421;-72,375977
ESCUELA NOVOA;9;91;9113;PERQUENCO;1; ; 
ESC. BASICA EL SOL;9;91;9113;PERQUENCO;1; ; 
ESCUELA LOS QUIQUES;9;91;9113;PERQUENCO;1;-38,476749;-72,499901
ESCUELA BASICA REHUECOYAN;9;91;9113;PERQUENCO;1;-38,38074613;-72,41889244
ESCUELA DE CAYUL;9;91;9113;PERQUENCO;1; ; 
ESC. BASICA PARLAMENTO;9;91;9113;PERQUENCO;1;-38,466709;-72,385803
ESC. BASICA REDUCCION NECUL;9;91;9113;PERQUENCO;1; ; 
ESC. BASICA PITRACO;9;91;9113;PERQUENCO;1; ; 
ESC. BASICA RINCONADA;9;91;9113;PERQUENCO;1; ; 
ESCUELA PARTICULAR LAS CEREZAS;9;91;9113;PERQUENCO;1;-38,366901;-72,359093
ESCUELA PARTICULAR LA ESTRELLA;9;91;9113;PERQUENCO;1;-38,481892;-72,571487
ESCUELA BASICA PART VISTA HERMOSA;9;91;9113;PERQUENCO;1;-38,4189;-72,288307
LICEO AGRICOLA SAN SEBASTIAN;9;91;9113;PERQUENCO;0;-38,430969;-72,390778
ESC. PART. Nº 13 MAHUIDANCHE;9;91;9114;PITRUFQUEN;1;-39,09937917;-72,17119828
LICEO BICENTENARIO CIENCIAS Y HUMANIDADES RBD 6223-5;9;91;9114;PITRUFQUEN;0;-38,98555;-72,634651
ESCUELA UNION LATINOAMERICANA;9;91;9114;PITRUFQUEN;0;-38,984829;-72,636063
ESCUELA JUAN BTA. CHESTA CH.;9;91;9114;PITRUFQUEN;0;-38,993;-72,628143
ESCUELA LAS AMERICAS;9;91;9114;PITRUFQUEN;0;-38,98317;-72,643181
ESCUELA RIO TOLTEN;9;91;9114;PITRUFQUEN;0;-38,98395157;-72,63124084
ESCUELA MUNICIPAL SENDERO DEL ALBA;9;91;9114;PITRUFQUEN;0; ; 
LICEO MUNICIPAL LA FRONTERA;9;91;9114;PITRUFQUEN;0;-39,02327;-72,967552
ESC. BASICA LOS GALPONES;9;91;9114;PITRUFQUEN;1;-39,026211;-72,793388
ESCUELA MUNICIPAL POLUL;9;91;9114;PITRUFQUEN;1;-39,17763884;-72,38595564
ESCUELA PETRENCO;9;91;9114;PITRUFQUEN;1; ; 
ESCUELA MILLEHUIN ALTO;9;91;9114;PITRUFQUEN;1; ; 
ESCUELA COICOMA;9;91;9114;PITRUFQUEN;1; ; 
ESCUELA MUNE ALTO;9;91;9114;PITRUFQUEN;1; ; 
ESCUELA NUEVO HORIZONTE;9;91;9114;PITRUFQUEN;1;-39,083611;-72,450661
ESCUELA MOLCO;9;91;9114;PITRUFQUEN;1; ; 
ESCUELA FILOCO;9;91;9114;PITRUFQUEN;1; ; 
ESCUELA VALLE HONDO(CERRADA);9;91;9114;PITRUFQUEN;0; ; 
ESCUELA PURAQUINA ALTO (CERRADO/7/97);9;91;9114;PITRUFQUEN;0; ; 
ESCUELA SUSANA ORTIZ;9;91;9114;PITRUFQUEN;1;-39,20536;-72,346863
ESCUELA EL ESFUERZO;9;91;9114;PITRUFQUEN;1;-39,10968;-72,427139
ESCUELA LOICA;9;91;9114;PITRUFQUEN;1;-39,02745637;-72,60431158
ESCUELA HUALLIZADA;9;91;9114;PITRUFQUEN;1; ; 
ESCUELA CHADA;9;91;9114;PITRUFQUEN;1;-39,034302;-72,691879
ESCUELA SAN RAMON;9;91;9114;PITRUFQUEN;1;-39,16016093;-72,44650916
ESCUELA RESERVA FORESTAL MAHUIDANCHI;9;91;9114;PITRUFQUEN;1;-39,11768;-72,953598
LICEO BICENTENARIO POLITECNICO PITRUFQUEN;9;91;9114;PITRUFQUEN;0;-38,988461;-72,631668
LICEO BICENTENARIO DE EXCELENCIA MONSEÑOR GUILLERMO HARTL;9;91;9114;PITRUFQUEN;0;-38,982121;-72,653427
COLEGIO MADRES DOMINICAS;9;91;9114;PITRUFQUEN;0;-38,985619;-72,636993
ESCUELA PARTICULAR MANHUE;9;91;9114;PITRUFQUEN;1;-39,20898873;-72,39730399
ESCUELA PARTICULAR ALTO MIRADOR;9;91;9114;PITRUFQUEN;1;-39,16946006;-72,33728438
ESCUELA PARTICULAR CARILAFQUEN;9;91;9114;PITRUFQUEN;1;-39,01285568;-72,55533093
ESCUELA PARTICULAR MAHUI DANCHI;9;91;9114;PITRUFQUEN;1; ; 
ESCUELA PARTICULAR RESERVA RAIN;9;91;9114;PITRUFQUEN;1;-39,099331;-72,902206
ESCUELA PARTICULAR MUNE BAJO;9;91;9114;PITRUFQUEN;1;-39,06464;-72,515846
ESCUELA PARTICULAR QUILQUILCO;9;91;9114;PITRUFQUEN;1;-39,0164225;-72,58297873
ESCUELA PARTICULAR  MANUEL BAQUEDANO;9;91;9114;PITRUFQUEN;1; ; 
LICEO PARTICULAR SUBV.QUINQUE;9;91;9114;PITRUFQUEN;1;-39,066471;-72,971764
ESCUELA PARTICULAR HUEFEL COMUY;9;91;9114;PITRUFQUEN;1;-39,057251;-72,91787
ESCUELA MUNICIPAL ANCUE;9;91;9114;PITRUFQUEN;1; ; 
ESCUELA ESPEC.RETARDO MENTAL AMMILLAN;9;91;9114;PITRUFQUEN;0;-38,98776;-72,642265
EDUCERE COLLEGE;9;91;9114;PITRUFQUEN;0;-38,995701;-72,6325
JARDIN INFANTIL BAMBI;9;91;9114;PITRUFQUEN;0; ; 
COLEGIO ADVENTISTA DE PITRUFQUEN;9;91;9114;PITRUFQUEN;0;-38,990261;-72,633759
JARDIN INFANTIL BAMBI(CERRADO);9;91;9114;PITRUFQUEN;0; ; 
COLEGIO LEONARDO DA VINCI(CERRADO);9;91;9114;PITRUFQUEN;0; ; 
COLEGIO LEONARDO DA VINCI SCHOOL;9;91;9114;PITRUFQUEN;0;-38,99408;-72,624519
LICEO JOSÈ MIGUEL CARRERA;9;91;9114;PITRUFQUEN;0;-38,98413591;-72,64348169
COLEGIO THE FOREST SCHOOL;9;91;9114;PITRUFQUEN;0;-38,985222;-72,651031
ESC. ESPECIAL DE LENGUAJE EDUCERE;9;91;9114;PITRUFQUEN;0;-38,996185;-72,63492
HEIDI;9;91;9114;PITRUFQUEN;0;-38,998698;-72,64396
ESCUELA ESPECIAL DE LEGUAJE RAÍCES DE PITRUFQUÉN;9;91;9114;PITRUFQUEN;0; ; 
LICEO BICENTENARIO   HOTELERIA Y TURISMO;9;91;9115;PUCON;0;-39,27729;-71,965187
ESCUELA CARLOS HOLZAFEL;9;91;9115;PUCON;0;-39,282921;-71,963943
ESCUELA JOSE MIGUEL MARTINEZ SOTO;9;91;9115;PUCON;1;-39,337471;-71,75798
ESC. BASICA QUELHUE;9;91;9115;PUCON;1;-39,261452;-71,920067
ESCUELA BASICA CABURGUA;9;91;9115;PUCON;1; ; 
ESCUELA BASICA MUNICIPAL DE EL CLARO;9;91;9115;PUCON;1;-39,298779;-71,900398
ESCUELA BASICA CARHUELLO;9;91;9115;PUCON;1; ; 
MENETUE (CERRADO 97);9;91;9115;PUCON;0; ; 
ESCUELA HUIFE ALTO;9;91;9115;PUCON;1;-39,21600355;-71,62311584
ESC. BASICA VILLA SAN PEDRO;9;91;9115;PUCON;1;-39,266819;-71,786743
ESC. BASICA HUEPIL;9;91;9115;PUCON;1; ; 
ESC. BASICA PICHARES;9;91;9115;PUCON;1;-39,26379;-71,778503
ESC. BASICA CANDELARIA;9;91;9115;PUCON;1;-39,313179;-71,988022
ESCUELA COILACO BAJO;9;91;9115;PUCON;1; ; 
ESC. BASICA CARILEUFU;9;91;9115;PUCON;1;-39,23888;-71,815987
ESC. BASICA QUETROLEUFU;9;91;9115;PUCON;1; ; 
ESC.BASICA PAILLACO;9;91;9115;PUCON;1;-39,193378;-71,758202
COMPLEJO EDUCACIONAL PABLO SEXTO;9;91;9115;PUCON;0;-39,278099;-71,972923
ESCUELA PARTICULAR NTRA.SRA.DE FATIMA;9;91;9115;PUCON;0;-39,274559;-71,978256
ESCUELA PARTICULAR RAMON GUINEZ;9;91;9115;PUCON;0;-39,278721;-71,968658
ESCUELA PARTICULAR CABURGUA;9;91;9115;PUCON;1;-39,31337836;-71,65269375
ESCUELA PARTICULAR SAN LUIS;9;91;9115;PUCON;1;-39,360291;-71,734848
ESCUELA PARTICULAR CABURGUA;9;91;9115;PUCON;1;-39,19759;-71,821373
ESCUELA PARTICULAR QUETROLELFU;9;91;9115;PUCON;1;-39,274281;-71,861023
ESCUELA PARTICULAR P.SEBASTIAN ENGLERT;9;91;9115;PUCON;1;-39,22660049;-71,66033289
ESCUELA SANTA ROSA DE LLAFENCO;9;91;9115;PUCON;1;-39,334888;-71,779083
ESCUELA PARTICULAR RELICURA;9;91;9115;PUCON;1;-39,347031;-71,650726
ESCUELA PARTICULAR LOS RISCOS;9;91;9115;PUCON;1; ; 
COLEGIO PUCON(CERRADO);9;91;9115;PUCON;0; ; 
ESCUELA ESPECIAL LAGO AZUL;9;91;9115;PUCON;0; ; 
ESCUELA MUNICIPAL LOS ARRAYANES;9;91;9115;PUCON;0;-39,281818;-71,960716
LICEO TECNOLOGICO MONTEMARIA;9;91;9115;PUCON;1;-39,282619;-71,942451
COLEGIO PUCÓN;9;91;9115;PUCON;0;-39,30547;-71,872452
COMPLEJO EDUCACIONAL EL VALLE DE PUCON;9;91;9115;PUCON;1; ; 
COLEGIO LIAHONA;9;91;9115;PUCON;0;-39,277771;-71,963211
COLEGIO RAITRAI DE PUCON;9;91;9115;PUCON;0;-39,286999;-71,944366
JARDÍN INFANTIL MANDARINA;9;91;9115;PUCON;0; ; 
ESCUELA DE LENGUAJE RENACE;9;91;9115;PUCON;0;-39,2720984;-71,9644105
ESCUELA ESPECIAL INCLUSIVA LIWEN;9;91;9115;PUCON;0; ; 
LICEO REINO DE SUECIA;9;91;9116;SAAVEDRA;0;-38,783981;-73,396873
ESCUELA BASICA COLLICO RANCO;9;91;9116;SAAVEDRA;1;-38,700359;-73,314484
ESCUELA BASICA BARTOLO LLANCALEO;9;91;9116;SAAVEDRA;1;-38,760811;-73,330322
ESCCUELA BASICA INALAFQUEN;9;91;9116;SAAVEDRA;1;-38,93705;-73,327858
ESC. BASICA AUGUSTO WINTER TAPIA;9;91;9116;SAAVEDRA;0;-38,897289;-73,252876
ESCUELA BASICA CALOF;9;91;9116;SAAVEDRA;1;-38,73283;-73,340569
ESC. BASICA ANTONIO LADINO;9;91;9116;SAAVEDRA;1;-38,728939;-73,261162
ESCUELA PARTICULAR SAN SEBASTIAN;9;91;9116;SAAVEDRA;0;-38,786819;-73,396973
ESCUELA PARTICULAR PADRE JUAN WEVERING;9;91;9116;SAAVEDRA;0;-38,89782;-73,253433
ESCUELA PARTICULAR RONGUIPULLI;9;91;9116;SAAVEDRA;1;-38,82503665;-73,30555638
ESCUELA PARTICULAR EL ALMA;9;91;9116;SAAVEDRA;1;-38,79181784;-73,25930599
ESCUELA PARTICULAR HUAPI;9;91;9116;SAAVEDRA;1;-38,8927;-73,315872
LICEO PART. SUBVENC. LA SIERRA;9;91;9116;SAAVEDRA;1;-38,877579;-73,190979
MALALHUE;9;91;9116;SAAVEDRA;0; ; 
ESCUELA PARTICULAR SAN FCO. DE QUIFO;9;91;9116;SAAVEDRA;1;-38,83744607;-73,18135247
ESCUELA PARTICULAR ANGELES CUSTODIOS;9;91;9116;SAAVEDRA;1;-38,9244822;-73,25653079
ESCUELA PARTICULAR SOL NACIENTE;9;91;9116;SAAVEDRA;1;-38,837311;-73,283974
ESCUELA PARTICULAR INES DE SUAREZ;9;91;9116;SAAVEDRA;1;-38,86607156;-73,25692138
ESCUELA PARTICULAR QUIFO;9;91;9116;SAAVEDRA;1;-38,753819;-73,298653
ESCUELA PARTICULAR LLAGUEY;9;91;9116;SAAVEDRA;1;-38,83131;-73,21283
ESCUELA PARTICULAR EL TEMO;9;91;9116;SAAVEDRA;1;-38,80572298;-73,24276645
ESCUELA PARTICULAR PERQUINAN;9;91;9116;SAAVEDRA;1;-38,79747;-73,30201
ESCUELA PARTICULAR PIEDRA ALTA;9;91;9116;SAAVEDRA;1;-38,90752;-73,33799
ESCUELA PARTICULAR DEUME;9;91;9116;SAAVEDRA;1;-38,863651;-73,367592
ESCUELA PARTICULAR NUEVA RUCATRARO;9;91;9116;SAAVEDRA;1;-38,85041;-73,343803
ESCUELA PARTICULAR CHEUCAN;9;91;9116;SAAVEDRA;1;-38,80241;-73,358276
ESCUELA PARTICULAR NUEVO QUIFO;9;91;9116;SAAVEDRA;1;-38,84441;-73,20208
ESCUELA PARTICULAR GUACOLDA;9;91;9116;SAAVEDRA;1;-38,80308483;-73,26570975
ESCUELA PADRE ERNESTO WILHELM;9;91;9116;SAAVEDRA;1;-38,853649;-73,242287
ESCUELA PARTICULAR SAN GASTON;9;91;9116;SAAVEDRA;1;-38,84351;-73,231087
ESCUELA PARTICULAR LOS CISNES;9;91;9116;SAAVEDRA;1;-38,831509;-73,32151
ESCUELA PARTICULAR DIEGO PORTALES;9;91;9116;SAAVEDRA;1;-38,840401;-73,362038
ESCUELA PARTICULAR SANTA CRUZ;9;91;9116;SAAVEDRA;1;-38,879341;-73,195053
ESCUELA PARTICULAR MANUEL ROJAS;9;91;9116;SAAVEDRA;1;-38,72049;-73,308899
ESCUELA PARTICULAR AUGUSTO WINTER;9;91;9116;SAAVEDRA;1;-38,81561484;-73,33621883
ESCUELA PARTICULAR DAGOBERTO GODOY;9;91;9116;SAAVEDRA;1;-38,721409;-73,287903
ESCUELA PARTICULAR DIEGO DE ALMAGRO;9;91;9116;SAAVEDRA;1;-38,80974985;-73,28804742
ESCUELA RUCA RAQUI;9;91;9116;SAAVEDRA;1;-38,905781;-73,322319
ESCUELA GABRIELA MISTRAL;9;91;9116;SAAVEDRA;1;-38,813549;-73,380531
ESCUELA SANTA ISABEL;9;91;9116;SAAVEDRA;1; ; 
ESCUELA PARTICULAR RALICO;9;91;9116;SAAVEDRA;1; ; 
COLEGIO CUMBRES DEL BUDI;9;91;9116;SAAVEDRA;1;-38,892509;-73,348
LICEO COEDUCACIONAL INTERCULTURAL PABLO NERU;9;91;9116;SAAVEDRA;1;-38,79851434;-73,37114499
LICEO TECNICO PROFESIONAL PUERTO SAAVEDRA;9;91;9116;SAAVEDRA;0;-38,78700683;-73,39401529
ESCUELA BASICA RENACER;9;91;9116;SAAVEDRA;1;-38,782928;-73,392723
ESCUELA FILULAFQUEN;9;91;9117;TEODORO SCHMIDT;1;-39,16654452;-73,240868
ESCUELA BASICA ESTACION TOLTEN;9;91;9117;TEODORO SCHMIDT;1;-39,193611;-73,22184
ESCUELA DE CAYCHAYEN;9;91;9117;TEODORO SCHMIDT;1;-39,14658;-73,230186
ESCUELA PORMA;9;91;9117;TEODORO SCHMIDT;1;-39,126862;-73,267776
ESCUELA PARTICULAR ARAUCANA PELEHUE;9;91;9117;TEODORO SCHMIDT;1;-39,178249;-73,179749
LICEO MUNICIPAL BARROS ARANA;9;91;9117;TEODORO SCHMIDT;0;-38,985291;-72,916229
COMPLEJO EDUCACIONAL NUEVA ALBORADA;9;91;9117;TEODORO SCHMIDT;0;-38,992519;-73,089409
ESCUELA HORIZONTES;9;91;9117;TEODORO SCHMIDT;0;-39,08952;-73,179268
ESCUELA ISLA LLICAN;9;91;9117;TEODORO SCHMIDT;1;-39,066349;-73,146393
ESCUELA LUMAHUE;9;91;9117;TEODORO SCHMIDT;1; ; 
ESCUELA PULIL;9;91;9117;TEODORO SCHMIDT;1; ; 
ESCUELA DE NEICUF;9;91;9117;TEODORO SCHMIDT;1; ; 
ESCUELA MOLONHUE;9;91;9117;TEODORO SCHMIDT;1;-38,95915847;-72,93731922
ESCUELA LLOLLINCO;9;91;9117;TEODORO SCHMIDT;1; ; 
ESCUELA NOHUALHUE;9;91;9117;TEODORO SCHMIDT;1;-38,910259;-72,972069
ESCUELA COIHUE CERRADA /R/391/04/98;9;91;9117;TEODORO SCHMIDT;0; ; 
ESCUELA PENEHUE;9;91;9117;TEODORO SCHMIDT;1; ; 
ESCUELA MALALHUE;9;91;9117;TEODORO SCHMIDT;1;-38,977341;-73,298988
ESCUELA PUYEHUE;9;91;9117;TEODORO SCHMIDT;1;-39,053391;-73,276207
ESCUELA HUINCULLICAN;9;91;9117;TEODORO SCHMIDT;1; ; 
ESCUELA DE RUCA-CURA;9;91;9117;TEODORO SCHMIDT;1;-39,082611;-73,263412
ESCUELA ALTO CHELLE;9;91;9117;TEODORO SCHMIDT;1; ; 
ESCUELA LOS TRONCOS;9;91;9117;TEODORO SCHMIDT;1;-39,037319;-73,234978
ESCUELA EL BUDI;9;91;9117;TEODORO SCHMIDT;1; ; 
ESCUELA MUNICIPAL LA MAPU;9;91;9117;TEODORO SCHMIDT;1; ; 
COMPLEJO EDUCACIONAL CRISTO REY;9;91;9117;TEODORO SCHMIDT;0;-38,99866851;-73,09365862
ESCUELA PARTICULAR PADRE ALEJANDRO ORTEGA;9;91;9117;TEODORO SCHMIDT;0;-38,9986;-73,093536
ESCUELA PARTICULAR BAUTISTA;9;91;9117;TEODORO SCHMIDT;0;-39,093521;-73,180237
ESCUELA PARTICULAR HUALPIN;9;91;9117;TEODORO SCHMIDT;0;-38,99469;-73,093399
ESCUELA PARTICULAR ARTURO ALESSANDRI;9;91;9117;TEODORO SCHMIDT;0;-38,987598;-72,917107
ESCUELA PARTICULAR QUILIMANZANO;9;91;9117;TEODORO SCHMIDT;1;-38,901581;-73,002632
ESCUELA PARTICULAR QUEUPUE;9;91;9117;TEODORO SCHMIDT;1; ; 
ESCUELA PARTICULAR QUILMER;9;91;9117;TEODORO SCHMIDT;1;-38,974609;-73,182114
ESCUELA PARTICULAR REBECA MATTE BELLO;9;91;9117;TEODORO SCHMIDT;1;-38,969261;-73,220322
ESCUELA PARTICULAR ALTO CHELLE;9;91;9117;TEODORO SCHMIDT;1;-38,994411;-73,254272
ESCUELA PARTICULAR HUILO;9;91;9117;TEODORO SCHMIDT;1;-38,959019;-73,113403
ESCUELA PARTICULAR PORMA;9;91;9117;TEODORO SCHMIDT;1;-39,103821;-73,242393
ESCUELA PARTICULAR HUIDIMA;9;91;9117;TEODORO SCHMIDT;1;-38,927681;-72,905746
ESCUELA PARTICULAR ALLIPEN;9;91;9117;TEODORO SCHMIDT;1;-38,94366209;-73,25514237
ESCUELA RUCA COMCHE DE PELECOE;9;91;9117;TEODORO SCHMIDT;1;-38,99585;-73,299782
ESCUELA PARTICULAR LAS DELICIAS;9;91;9117;TEODORO SCHMIDT;1;-38,934929;-73,039886
ESCUELA PART. KOM PU LOF NI KIMELTUWE;9;91;9117;TEODORO SCHMIDT;1;-38,937981;-73,284843
ESCUELA PARTICULAR BELLAVISTA;9;91;9117;TEODORO SCHMIDT;1;-38,934071;-73,160316
ESCUELA PARTICULAR SANTA IRENE;9;91;9117;TEODORO SCHMIDT;1;-38,95468683;-73,23137289
ESCUELA PARTICULAR SAN MIGUEL DE TRAUHUE;9;91;9117;TEODORO SCHMIDT;1;-38,954941;-73,305069
ESCUELA PARTICULAR GENERAL BONILLA;9;91;9117;TEODORO SCHMIDT;1;-38,95682111;-73,03980981
ESCUELA PARTICULAR BERNARDO O`HIGGINS;9;91;9117;TEODORO SCHMIDT;1;-38,93483;-72,967667
COMPLEJO EDUCACIONAL CRISTO REY;9;91;9117;TEODORO SCHMIDT;0;-38,999008;-73,093727
ESC. PART. BASICA COMUN BOLIL;9;91;9117;TEODORO SCHMIDT;1;-38,912479;-72,926872
ESCUELA PARTICULAR EL PILAR;9;91;9117;TEODORO SCHMIDT;1;-38,93515414;-73,1329538
ESCUELA MOTROLHUE ANEXO ESC.F461;9;91;9117;TEODORO SCHMIDT;1; ; 
ESC.PART.SAN FRANCISCO DE COIHUE;9;91;9117;TEODORO SCHMIDT;1;-38,906509;-72,887802
ESCUELA PARTICULAR HUENTE;9;91;9117;TEODORO SCHMIDT;1;-38,990768;-73,278847
LICEO TECNICO PROFESIONAL HUALPIN;9;91;9117;TEODORO SCHMIDT;1;-39,070938;-73,229691
ESCUELA PARTICULAR JUVENCIO VALLE;9;91;9117;TEODORO SCHMIDT;1;-38,94128;-73,057098
ESCUELA PARTICULAR LA ESPERANZA;9;91;9117;TEODORO SCHMIDT;1;-39,083549;-73,195267
ESCUELA PARTICULAR SANTA ELENA;9;91;9117;TEODORO SCHMIDT;1; ; 
ESCUELA PARTICULAR NUEVO AMANECER;9;91;9117;TEODORO SCHMIDT;1;-39,14793;-73,164284
COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT;9;91;9118;TOLTEN;0;-39,178108;-73,170509
ESCUELA AGUAS Y GAVIOTAS;9;91;9118;TOLTEN;0;-39,17873;-73,163513
ESCUELA RAYEN LAFQUEN QUEULE;9;91;9118;TOLTEN;0;-39,395931;-73,195641
ESCUELA EL SEMBRADOR;9;91;9118;TOLTEN;1;-39,04306;-73,084908
ESCUELA AMANECER DE VILLA LOS BOLDOS;9;91;9118;TOLTEN;0;-39,167511;-73,023361
ESCUELA SAN PEDRO;9;91;9118;TOLTEN;1;-39,233521;-73,206581
ESCUELA LA CASCADA;9;91;9118;TOLTEN;1;-39,21534;-72,924377
ESCUELA SAN CARLOS;9;91;9118;TOLTEN;1; ; 
ESCUELA RIO BUENO;9;91;9118;TOLTEN;1; ; 
ESCUELA LAS DELICIAS;9;91;9118;TOLTEN;1; ; 
ESCUELA BASICA EUSEBIO LILLO;9;91;9118;TOLTEN;0; ; 
ESCUELA PUCHILCO;9;91;9118;TOLTEN;1;-39,347111;-73,157028
ESCUELA LA VERTIENTE;9;91;9118;TOLTEN;1; ; 
ESCUELA BASICA NEWEN MAPU;9;91;9118;TOLTEN;1; ; 
ESCUELA SAN JOSE;9;91;9118;TOLTEN;1; ; 
ESCUELA LA COLONIA;9;91;9118;TOLTEN;1;-39,12335469;-72,98965676
ESCUELA LAS LOICAS;9;91;9118;TOLTEN;1; ; 
ESCUELA LA CONCEPCION;9;91;9118;TOLTEN;1;-39,218891;-73,012283
ESCUELA ANTU-LAFQUEN;9;91;9118;TOLTEN;1;-39,3862;-73,200722
ESCUELA BASICA RURAL FLOR DEL VALLE;9;91;9118;TOLTEN;1;-39,1264;-73,037399
ESCUELA FOLO-MAPU;9;91;9118;TOLTEN;1; ; 
ESCUELA DE CAMAGUEY;9;91;9118;TOLTEN;1;-39,074379;-73,069794
ESCUELA BOROA NORTE;9;91;9118;TOLTEN;1;-39,25825904;-73,06935127
ESCUELA PART. SUBV. SAN JOSÈ OBRERO;9;91;9118;TOLTEN;0;-39,178921;-73,165199
ESCUELA PARTICULAR SUBVENCIONADA PADRE ISIDORO;9;91;9118;TOLTEN;0;-39,396358;-73,200188
ESCUELA PARTICULAR PURALACO;9;91;9118;TOLTEN;1;-39,298519;-73,155357
ESCUELA PARTICULAR RAQUINCURA;9;91;9118;TOLTEN;1;-39,030361;-73,060593
ESCUELA PARTICULAR COLONIA BOROA SUR;9;91;9118;TOLTEN;1;-39,30000744;-73,08746666
ESCUELA PARTICULAR CHANQUIN;9;91;9118;TOLTEN;1;-39,254139;-73,165421
RINCON DEL TOLTEN(RECESO RES.726/18/08/97);9;91;9118;TOLTEN;0; ; 
ESCUELA PARTICULAR ISABEL MONJE;9;91;9118;TOLTEN;1;-39,35787633;-73,1825153
ESCUELA POCOYAN;9;91;9118;TOLTEN;1;-39,022228;-73,039818
ESCUELA PARTICULAR VILLA BOLDOS;9;91;9118;TOLTEN;0;-39,172661;-73,030952
ESCUELA PARTICULAR PIREN;9;91;9118;TOLTEN;1;-39,38264844;-73,16381462
ESCUELA PARTICULAR FRUTILLAR;9;91;9118;TOLTEN;1;-39,213638;-73,197304
ESCUELA ESPECIAL DE LENGUAJE WE LIWEN;9;91;9118;TOLTEN;1;-39,17864;-73,16263
COMPLEJO EDUCACIONAL LA GRANJA;9;91;9119;VILCUN;0;-38,681728;-72,510094
ESCUELA JAPON;9;91;9119;VILCUN;0;-38,684219;-72,008377
COLEGIO AMERICA;9;91;9119;VILCUN;0;-38,668598;-72,226097
ESCUELA DAGOBERTO GODOY;9;91;9119;VILCUN;1;-38,657551;-72,115189
ESC. BASICA QUINTRILPE;9;91;9119;VILCUN;1; ; 
ESC. BASICA VEGA REDONDA;9;91;9119;VILCUN;1;-38,576752;-72,268242
ESCUELA MARTIN ALONQUEO PIUTRIN;9;91;9119;VILCUN;1;-38,692051;-72,36319
ESC. BASICA COLLIN ALTO;9;91;9119;VILCUN;1;-38,564461;-72,238243
ESC. BASICA METO NORTE;9;91;9119;VILCUN;1; ; 
ESC. BASICA CANTINO;9;91;9119;VILCUN;1;-38,735691;-72,294579
ESC.CURACO CERRADA R/391/7/05/98;9;91;9119;VILCUN;0; ; 
ESC. BASICA BAJO LLEUQUE;9;91;9119;VILCUN;1;-38,7130559;-72,06042012
ESC. BASICA SANTA EULALIA;9;91;9119;VILCUN;1; ; 
ESCUELA PADRE OSVALDO VEGA;9;91;9119;VILCUN;0;-38,68819;-72,010689
LICEO BICENTENARIO PADRE NICOLÁS;9;91;9119;VILCUN;0;-38,67094;-72,293327
ESCUELA PART.INMACULADA CONCEPCION;9;91;9119;VILCUN;0; ; 
LICEO AGRICOLA CRUZ DEL SUR;9;91;9119;VILCUN;1;-38,812538;-72,263817
ESCUELA PARTICULAR CURACO;9;91;9119;VILCUN;1; ; 
ESCUELA PARTICULAR CURILEO;9;91;9119;VILCUN;1; ; 
ESCUELA PARTICULAR QUILACURA;9;91;9119;VILCUN;1; ; 
ESCUELA PARTICULAR CODINHUE;9;91;9119;VILCUN;1;-38,756161;-72,227074
ESCUELA PARTICULAR STA.AMALIA-C.MENDOZA;9;91;9119;VILCUN;1; ; 
ESCUELA PARTICULAR SANTA GERTRUDIS;9;91;9119;VILCUN;1;-38,668442;-72,423126
ESCUELA PARTICULAR MALLA;9;91;9119;VILCUN;1;-38,70103;-72,3173
ESCUELA PARTICULAR COLONIA MENDOZA;9;91;9119;VILCUN;1;-38,67360662;-71,95680128
ESCUELA PARTICULAR EL NATRE;9;91;9119;VILCUN;1;-38,697929;-72,445908
ESCUELA PARTICULAR SANTA TERESITA;9;91;9119;VILCUN;1;-38,780399;-72,260757
SAN MIGUEL DE QUINTRILPE;9;91;9119;VILCUN;1;-38,650879;-72,383926
ESCUELA PARTICULAR NUEVA CAIVICO;9;91;9119;VILCUN;1;-38,70012881;-72,01779138
ESCUELA PARTICULAR VIRGEN DE FATIMA;9;91;9119;VILCUN;1;-38,690842;-72,361656
ESCUELA PARTICULAR SAN ANTONIO;9;91;9119;VILCUN;1;-38,680431;-72,440613
ESCUELA PART. ASENTAMIENTO EL TESORO;9;91;9119;VILCUN;1;-38,75317816;-72,336175
ESCUELA PARTICULAR RENICO;9;91;9119;VILCUN;1;-38,72816185;-72,43743034
ESCUELA PARTICULAR CRUZ DEL SUR;9;91;9119;VILCUN;1;-38,716671;-72,270233
ESCUELA PARTICULAR SANTA MONICA;9;91;9119;VILCUN;1;-38,645081;-72,344971
ESCUELA PARTICULAR LOS ROBLES;9;91;9119;VILCUN;1;-38,778969;-72,238472
ESCUELA PARTICULAR MONTERREY;9;91;9119;VILCUN;0;-38,677391;-72,504837
